id,doi,authors,title,exclusion,exclusion explanation,Is article itself PPPR,Is article linked to PPPR,exchange duplicate,Additional notes,PT,SO,PD,PY,UT
NATURE_1396,https://doi.org/10.1038/s41586-018-0173-4,"Rintoul, SR; Chown, SL; DeConto, RM; England, MH; Fricker, HA; Masson-Delmotte, V; Naish, TR; Siegert, MJ; Xavier, JC",Choosing the future of Antarctica,TRUE,not research,NA,NA,NA,Journalistic article about climate change,J,NATURE,44361,2018,WOS:000435071400043
NATURE_1027,https://doi.org/10.1038/d41586-018-05898-0,"Algernon, SR",HOME CYGNUS,TRUE,not research,NA,NA,NA,Fiction piece,J,NATURE,44417,2018,WOS:000441115200058
NATURE_374,https://doi.org/10.1038/d41586-018-07063-z,"Ransohoff, RM",Immune-cell crosstalk in multiple sclerosis,TRUE,not research,NA,NA,NA,"Comments on an article published in a different journal, with no critical discourse",J,NATURE,44508,2018,WOS:000449943600032
NATURE_1015,https://doi.org/10.1038/d41586-018-05885-5,[Anonymous],Signs of hope against influenza,TRUE,not research,NA,NA,NA,Editorial piece about a disease,J,NATURE,44417,2018,WOS:000441115200014
NATURE_1894,https://doi.org/10.1038/nature26152,"Zhang, T; Niinemets, U; Sheffield, J; Lichstein, JW",Shifts in tree functional composition amplify the response of forest biomass to climate,FALSE,NA,FALSE,FALSE,NA,NA,J,NATURE,44291,2018,WOS:000429103300042
NEURAL_NETWORKS_49,https://doi.org/10.1016/j.neunet.2018.06.017,"Tang, JJ; Tian, YJ; Liu, XH; Li, DW; Lv, J; Kou, G",Improved multi-view privileged support vector machine,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,OCT,2018,WOS:000445015200009
NEURAL_NETWORKS_65,https://doi.org/10.1016/j.neunet.2018.07.001,"Kiasari, MA; Moirangthem, DS; Lee, M",Joint moment-matching autoencoders,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,OCT,2018,WOS:000445015200016
NEURAL_NETWORKS_153,https://doi.org/10.1016/j.neunet.2018.02.004,"Tao, JW; Zhou, D; Zhu, B",Robust Latent Regression with discriminative regularization by leveraging auxiliary knowledge,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,MAY,2018,WOS:000428145700008
NEURAL_NETWORKS_74,https://doi.org/10.1016/j.neunet.2018.04.017,"Lu, BL; Jiang, HJ; Hu, C; Abdurahman, A",Synchronization of hybrid coupled reaction-diffusion neural networks with time delays via generalized intermittent control with spacial sampled-data,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,SEP,2018,WOS:000441874700007
NEURAL_NETWORKS_146,https://doi.org/10.1016/j.neunet.2018.01.008,"Bian, W; Ma, LT; Qin, ST; Xue, XP",Neural network for nonsmooth pseudoconvex optimization with general convex constraints,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,MAY,2018,WOS:000428145700001
NEURAL_NETWORKS_122,https://doi.org/10.1016/j.neunet.2018.03.006,"Wang, Y; Wu, L",Beyond Low-Rank Representations: Orthogonal clustering basis reconstruction with optimized graph structure for multi-view spectral clustering,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,JUL,2018,WOS:000432819400001
NEURAL_NETWORKS_221,https://doi.org/10.1016/j.neunet.2017.10.005,"Fukushima, K",Margined winner-take-all: New learning rule for pattern recognition,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,JAN,2018,WOS:000416454000014
NEURAL_NETWORKS_128,https://doi.org/10.1016/j.neunet.2018.03.010,"Sheng, Y; Zeng, ZG",Impulsive synchronization of stochastic reaction-diffusion neural networks with mixed time delays,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,JUL,2018,WOS:000432819400009
NEURAL_NETWORKS_47,https://doi.org/10.1016/j.neunet.2018.06.009,"Ozcan, N",New conditions for global stability of neutral-type delayed Cohen-Grossberg neural networks,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,OCT,2018,WOS:000445015200001
NEURAL_NETWORKS_24,https://doi.org/10.1016/j.neunet.2018.08.005,"Somu, N; Raman, MRG; Kalpana, V; Kirthivasan, K; Sriram, VSS",An improved robust heteroscedastic probabilistic neural network based trust prediction approach for cloud service selection,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURAL NETWORKS,DEC,2018,WOS:000450298900024
NEURO-ONCOLOGY_1,https://doi.org/10.1093/neuonc/noy072,"Karachi, A; Dastmalchi, F; Mitchell, DA; Rahman, M",Temozolomide for immunomodulation in the treatment of glioblastoma,TRUE,not research,NA,NA,NA,Authors analysis of a topic,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300003
NEURO-ONCOLOGY_5,https://doi.org/10.1093/neuonc/noy089,"Lal, S; Carrera, D; Phillips, JJ; Weiss, WA; Raffel, C",An oncolytic measles virus-sensitive Group 3 medulloblastoma model in immune-competent mice,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300007
NEURO-ONCOLOGY_16,https://doi.org/10.1093/neuonc/noy138,"Sahm, F; Kalamarides, M","TERT, the target?",TRUE,not research,NA,NA,NA,Comments on an article from the same issue,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300002
NEURO-ONCOLOGY_9,https://doi.org/10.1093/neuonc/noy067,"Gross, AM; Singh, G; Akshintala, S; Baldwin, A; Dombi, E; Ukwuani, S; Goodwin, A; Liewehr, DJ; Steinberg, SM; Widemann, BC",Association of plexiform neurofibroma volume changes and development of clinical morbidities in neurofibromatosis 1,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300011
NEURO-ONCOLOGY_10,https://doi.org/10.1093/neuonc/noy099,"Sperduto, PW; Deegan, BJ; Li, J; Jethwa, KR; Brown, PD; Lockney, N; Beal, K; Rana, NG; Attia, A; Tseng, CL; Sahgal, A; Shanley, R; Sperduto, WA; Lou, E; Zahra, A; Buatti, JM; Yu, JB; Chiang, V; Molitoris, JK; Masucci, L; Roberge, D; Shi, DD; Shih, HA; Olson, A; Kirkpatrick, JP; Braunstein, S; Sneed, P; Mehta, MP",Estimating survival for renal cell carcinoma patients with brain metastases: an update of the Renal Graded Prognostic Assessment tool,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300012
NEURO-ONCOLOGY_4,https://doi.org/10.1093/neuonc/noy117,"Kathagen-Buhmann, A; Maire, CL; Weller, J; Schulte, A; Matschke, J; Holz, M; Ligon, KL; Glatzel, M; Westphal, M; Lamszus, K",The secreted glycolytic enzyme GPI/AMF stimulates glioblastoma cell migration and invasion in an autocrine fashion but can have anti-proliferative effects,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300006
NEURO-ONCOLOGY_2,https://doi.org/10.1093/neuonc/noy113,"Suh, CH; Kim, HS; Jung, SC; Choi, CG; Kim, SJ",2-Hydroxyglutarate MR spectroscopy for prediction of isocitrate dehydrogenase mutant glioma: a systemic review and meta-analysis using individual patient data,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300004
NEURO-ONCOLOGY_14,https://doi.org/10.1093/neuonc/noy128,"Hench, J; Bihl, M; Hench, IB; Hoffmann, P; Tolnay, M; Al Jadooa, NB; Mariani, L; Capper, D; Frank, S",Satisfying your neuro-oncologist: a fast approach to routine molecular glioma diagnostics,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300016
NEURO-ONCOLOGY_8,https://doi.org/10.1093/neuonc/noy078,"Brown, NF; Williams, M; Arkenau, HT; Fleming, RA; Tolson, J; Yan, L; Zhang, JP; Swartz, L; Singh, R; Auger, KR; Lenox, L; Cox, D; Lewis, Y; Plisson, C; Searle, G; Saleem, A; Blagden, S; Mulholland, P",A study of the focal adhesion kinase inhibitor GSK2256098 in patients with recurrent glioblastoma with evaluation of tumor penetration of [C-11]GSK2256098,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300010
NEURO-ONCOLOGY_7,https://doi.org/10.1093/neuonc/noy119,"Jacobs, DI; Fukumura, K; Bainbridge, MN; Armstrong, GN; Tsavachidis, S; Gu, XJ; Doddapaneni, HV; Hu, JH; Jayaseelan, JC; Muzny, DM; Huse, JT; Bondy, ML",Elucidating the molecular pathogenesis of glioma: integrated germline and somatic profiling of a familial glioma case series,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300009
NEURO-ONCOLOGY_11,https://doi.org/10.1093/neuonc/noy073,"Paech, D; Windschuh, J; Oberhollenzer, J; Dreher, C; Sahm, F; Meissner, JE; Goerke, S; Schuenke, P; Zaiss, M; Regnery, S; Bickelhaupt, S; Baumer, P; Bendszus, M; Wick, W; Unterberg, A; Bachert, P; Ladd, ME; Schlemmer, HP; Radbruch, A",Assessing the predictability of IDH mutation and MGMT methylation status in glioma patients using relaxation-compensated multipool CEST MRI at 7.0 T,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300013
NEURO-ONCOLOGY_13,https://doi.org/10.1093/neuonc/noy122,"Svensson, F; Westerman, B; Wurdinger, T; Bailey, D",GBM Drug Bank-a new resource for glioblastoma drug discovery and informatics research,TRUE,not research,NA,NA,NA,Announcing a new research resource,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300015
NEURO-ONCOLOGY_15,https://doi.org/10.1093/neuonc/noy165,"Schiff, D; de Groot, JF",Lower-grade gliomas: the wrong target for bevacizumab,TRUE,not research,NA,NA,NA,"Comments on an article in a different Journal, with no critical discourse.",J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300001
NEURO-ONCOLOGY_12,https://doi.org/10.1093/neuonc/noy111,"Nowak, J; Nemes, K; Hohm, A; Vandergrift, LA; Hasselblatt, M; Johann, PD; Kool, M; Fruhwald, MC; Warmuth-Metz, M",Magnetic resonance imaging surrogates of molecular subgroups in atypical teratoid/rhabdoid tumor,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURO-ONCOLOGY,DEC,2018,WOS:000452753300014
NEUROLOGY_561,https://doi.org/10.1212/WNL.0000000000005815,"Liu, Y; Michelson, D; Clark, R; Gold, JA",Child Neurology: Siblings with infantile epilepsy and developmental delay A circuitous path to genomic diagnosis,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44394,2018,WOS:000440906800020
NEUROLOGY_321,https://doi.org/10.1212/WNL.0000000000006192,"Glass, JD; Fournier, CN; Gearing, M",Reader response: Pathologic Thr(175) tau phosphorylation in CTE and CTE with ALS,FALSE,NA,TRUE,NA,NA,Comment and reply,J,NEUROLOGY,44457,2018,WOS:000452493800023
NEUROLOGY_1177,https://doi.org/10.1212/WNL.0000000000004854,"Williams, DM; Karlsson, IK; Pedersen, NL; Hagg, S",Circulating insulin-like growth factors and Alzheimer disease A mendelian randomization study,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44219,2018,WOS:000427799500004
NEUROLOGY_1098,https://doi.org/10.1212/WNL.0000000000004954,"Karam, C; Griggs, RC",Editors' note: Odor identification as a biomarker of preclinical AD in older adults at risk,FALSE,NA,TRUE,NA,NA,NA,J,NEUROLOGY,44240,2018,WOS:000427813200025
NEUROLOGY_1252,https://doi.org/10.1212/WNL.0000000000004761,"Feneberg, E; Oeckl, P; Steinacker, P; Verde, F; Barro, C; Van Damme, P; Gray, E; Grosskreutz, J; Jardel, C; Kuhle, J; Koerner, S; Lamari, F; Amador, MD; Mayer, B; Morelli, C; Muckova, P; Petri, S; Poesen, K; Raaphorst, J; Salachas, F; Silani, V; Stubendorff, B; Turner, MR; Verbeek, MM; Weishaupt, JH; Weydt, P; Ludolph, AC; Otto, M",Multicenter evaluation of neurofilaments in early symptom onset amyotrophic lateral sclerosis,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44198,2018,WOS:000427797500003
NEUROLOGY_1170,https://doi.org/10.1212/WNL.0000000000004868,"Biousse, V; Bruce, BB; Newman, NJ",Ophthalmoscopy in the 21st century: The 2017 H. Houston Merritt Lecture,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44219,2018,WOS:000427799500017
NEUROLOGY_634,https://doi.org/10.1212/WNL.0000000000005684,"Promjunyakul, NO; Dodge, HH; Lahna, D; Boespflug, EL; Kaye, JA; Rooney, WD; Silbert, LC",Baseline NAWM structural integrity and CBF predict periventricular WMH expansion over time,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44359,2018,WOS:000439188400003
NEUROLOGY_49,https://doi.org/10.1212/WNL.0000000000006564,"Hughes, DM; Bonnett, LJ; Czanner, G; Komarek, A; Marson, AG; Garcia-Finana, M",Identification of patients who will not achieve seizure remission within 5 years on AEDs,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44527,2018,WOS:000452519500001
NEUROLOGY_1152,https://doi.org/10.1212/WNL.0000000000007590,"Millichap, JJ; Strowd, RE",Resident & Fellow Rounds,TRUE,not research,NA,NA,NA,Summary of articles,J,NEUROLOGY,44226,2018,WOS:000427799000025
NEUROLOGY_24,https://doi.org/10.1212/WNL.0000000000006611,"Lewis, A; Galetta, S",Editors' note: Increased resting cerebral blood flow in adult Fabry disease: MRI arterial spin labeling study,FALSE,NA,TRUE,NA,NA,NO,J,NEUROLOGY,44534,2018,WOS:000457854000018
NEUROLOGY_356,https://doi.org/10.1212/WNL.0000000000005926,"Giacino, JT; Katz, DI; Schiff, ND; Whyte, J; Ashman, EJ; Ashwal, S; Barbano, R; Hammond, FM; Laureys, S; Ling, GSF; Nakase-Richardson, R; Seel, RT; Yablon, S; Getchius, TSD; Gronseth, GS; Armstrong, MJ","Practice guideline update recommendations summary: Disorders of consciousness Report of the Guideline Development, Dissemination, and Implementation Subcommittee of the American Academy of Neurology; the American Congress of Rehabilitation Medicine; and the National Institute on Disability, Independent Living, and Rehabilitation Research",FALSE,NA,FALSE,TRUE,NA,Comment,J,NEUROLOGY,44443,2018,WOS:000452366900017
NEUROLOGY_165,https://doi.org/10.1212/WNL.0000000000006427,"Bourque, PR; Breiner, A; Brooks, J; Chardon, JW",Teaching Video NeuroImages: Rippling muscle disease with caveolin myopathy,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44499,2018,WOS:000452511500011
NEUROLOGY_622,https://doi.org/10.1212/WNL.0000000000005726,"Karam, C; Galetta, S",Editors' note: Infliximab for the treatment of CNS sarcoidosis: A multi-institutional series,FALSE,NA,TRUE,NA,NA,NO,J,NEUROLOGY,44380,2018,WOS:000439189200025
NEUROLOGY_410,https://doi.org/10.1212/WNL.0000000000006092,"McCaskill, M",Does epilepsy increase the risk of needing to return to the hospital due to mood disorders?,TRUE,not research,NA,NA,NA,Non-critical summary of original article,J,NEUROLOGY,44436,2018,WOS:000452364600014
NEUROLOGY_899,https://doi.org/10.1212/WNL.0000000000005253,"Shah, A",Doll's eyes,TRUE,not research,NA,NA,NA,Reflections' article,J,NEUROLOGY,44289,2018,WOS:000439108700019
NEUROLOGY_601,https://doi.org/10.1212/WNL.0000000000005733,"Englot, DJ; Gonzalez, HFJ; Reynolds, BB; Konrad, PE; Jacobs, ML; Gore, JC; Landman, BA; Morgan, VL",Relating structural and functional brainstem connectivity to disease measures in epilepsy,FALSE,NA,FALSE,FALSE,NA,NA,J,NEUROLOGY,44380,2018,WOS:000439189200009
NEUROLOGY_932,https://doi.org/10.1212/WNL.0000000000005200,"Kuller, LH",Reader response: Sex-specific stroke incidence over time in the Greater Cincinnati/Northern Kentucky Stroke Study,FALSE,NA,TRUE,NA,NA,Comment and reply,J,NEUROLOGY,44282,2018,WOS:000439102000026
NEUROLOGY_997,https://doi.org/10.1212/WNL.0000000000005126,"Sposato, LA; Cerasuolo, JO; Cipriano, LE; Fang, JM; Fridman, S; Paquet, M; Saposnik, G",Atrial fibrillation detected after stroke is related to a low risk of ischemic stroke recurrence,FALSE,NA,FALSE,TRUE,NA,Comment and Reply,J,NEUROLOGY,MAR,2018,WOS:000428026400018
NEURON_49,https://doi.org/10.1016/j.neuron.2018.09.046,"Chen, X; Wanggou, S; Bodalia, A; Zhu, M; Dong, WF; Fan, JJ; Yin, WC; Min, HK; Hu, M; Draghici, D; Dou, WK; Li, F; Coutinho, FJ; Whetstone, H; Kushida, MM; Dirks, PB; Song, YQ; Hui, CC; Sun, Y; Wang, LY; Li, XJ; Huang, X",A Feedforward Mechanism Mediated by Mechanosensitive Ion Channel PIEZO1 and Tissue Mechanics Promotes Glioma Aggression,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44521,2018,WOS:000450736600009
NEURON_485,https://doi.org/10.1016/j.neuron.2017.12.005,"Pederick, DT; Richards, KL; Piltz, SG; Kumar, R; Mincheva-Tasheva, S; Mandelstam, SA; Dale, RC; Scheffer, IE; Gecz, J; Petrou, S; Hughes, JN; Thomas, PQ",Abnormal Cell Sorting Underlies the Unique X-Linked Inheritance of PCDH19 Epilepsy,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44199,2018,WOS:000419224100008
NEURON_321,https://doi.org/10.1016/j.neuron.2018.03.034,"Regan, MC; Grant, T; McDaniel, MJ; Karakas, E; Zhang, J; Traynelis, SF; Grigorieff, N; Furukawa, H",Structural Mechanism of Functional Modulation by Gene Splicing in NMDA Receptors,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44318,2018,WOS:000432473700010
NEURON_153,https://doi.org/10.1016/j.neuron.2018.09.006,"Naser, PV; Kuner, R",Peripheral Kappa Opioid Receptor Signaling Takes on a Central Role,TRUE,not research,NA,NA,NA,preview',J,NEURON,44458,2018,WOS:000445009100002
NEURON_74,https://doi.org/10.1016/j.neuron.2018.09.002,"Guo, F; Holla, M; Diaz, MM; Rosbash, M",A Circadian Output Circuit Controls Sleep-Wake Arousal in Drosophila,FALSE,NA,FALSE,TRUE,NA,1 below the line comment,J,NEURON,44507,2018,WOS:000449564600015
NEURON_228,https://doi.org/10.1016/j.neuron.2018.06.014,"Zhang, SX; Miner, LE; Boutros, CL; Rogulja, D; Crickmore, MA","Motivation, Perception, and Chance Converge to Make a Binary Decision",FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44402,2018,WOS:000439709900015
NEURON_146,https://doi.org/10.1016/j.neuron.2018.08.003,"Chew, YL; Tanizawa, Y; Cho, Y; Zhao, BY; Yu, AJ; Ardiel, EL; Rabinowitch, I; Bai, JH; Rankin, CH; Lu, H; Beets, I; Schafer, WR",An Afferent Neuropeptide System Transmits Mechanosensory Signals Triggering Sensitization and Arousal in C. elegans,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44458,2018,WOS:000445009100015
NEURON_122,https://doi.org/10.1016/j.neuron.2018.09.007,"Kurshan, PT; Merrill, SA; Dong, YM; Ding, C; Hammarlund, M; Bai, JH; Jorgensen, EM; Shen, K",gamma-Neurexin and Frizzled Mediate Parallel Synapse Assembly Pathways Antagonized by Receptor Endocytosis,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44479,2018,WOS:000446862000017
NEURON_505,https://doi.org/10.1016/j.neuron.2017.12.023,"Bergmann, TO; Born, J",Phase-Amplitude Coupling: A General Mechanism for Memory Processing and Synaptic Plasticity?,TRUE,not research,NA,NA,NA,preview',J,NEURON,44199,2018,WOS:000419224100005
NEURON_128,https://doi.org/10.1016/j.neuron.2018.09.039,"Vanduffel, W",The Blind Men and the Elephant: The Quest for Open Data Repositories,TRUE,not research,NA,NA,NA,preview',J,NEURON,44479,2018,WOS:000446862000001
NEURON_303,https://doi.org/10.1016/j.neuron.2018.04.014,"Gormley, P; Kurki, MI; Hiekkala, ME; Veerapen, K; Happola, P; Mitchell, AA; Lal, D; Palta, P; Surakka, I; Kaunisto, MA; Hamalainen, E; Vepsalainen, S; Havanka, H; Harno, H; Ilmavirta, M; Nissila, M; Sako, E; Sumelahti, ML; Liukkonen, J; Sillanpaa, M; Metsahonkala, L; Koskinen, S; Lehtimaki, T; Raitakari, O; Mannikko, M; Ran, C; Belin, AC; Jousilahti, P; Anttila, V; Salomaa, V; Artto, V; Farkkila, M; Runz, H; Daly, MJ; Neale, BM; Ripatti, S; Kallela, M; Wessman, M; Palotie, A","Common Variant Burden Contributes to the Familial Aggregation of Migraine in 1,589 Families",FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44332,2018,WOS:000432474200012
NEURON_24,https://doi.org/10.1016/j.neuron.2018.10.032,"Adesnik, H; Naka, A",Cracking the Function of Layers in the Sensory Cortex,FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44535,2018,WOS:000452295400009
NEURON_327,https://doi.org/10.1016/j.neuron.2018.03.030,"Tushev, G; Glock, C; Heumuller, M; Biever, A; Jovanovic, M; Schuman, EM","Alternative 3 ' UTRs Modify the Localization, Regulatory Potential, Stability, and Plasticity of mRNAs in Neuronal Compartments",FALSE,NA,FALSE,FALSE,NA,NA,J,NEURON,44318,2018,WOS:000432473700008
NEW_ENGLAND JOURNAL OF MEDICINE_561,https://doi.org/10.1056/NEJMra1710575,"Maron, BJ",Clinical Course and Management of Hypertrophic Cardiomyopathy,FALSE,NA,FALSE,TRUE,NA,Letters,J,NEW ENGLAND JOURNAL OF MEDICINE,44424,2018,WOS:000441659100009
NEW_ENGLAND JOURNAL OF MEDICINE_321,https://doi.org/10.1056/NEJMhle1800071,"Rickert, J; Boniface, T",Informed Consent and the Role of the Treating Physician,TRUE,not research,NA,NA,NA,NA,J,NEW ENGLAND JOURNAL OF MEDICINE,44480,2018,WOS:000446923400028
NEW_ENGLAND JOURNAL OF MEDICINE_1177,https://doi.org/10.1056/NEJMcp1702514,"Mariette, X; Criswell, LA",Primary Sjogren's Syndrome,TRUE,not research,NA,NA,NA,NA,J,NEW ENGLAND JOURNAL OF MEDICINE,44263,2018,WOS:000426770200009
NEW_ENGLAND JOURNAL OF MEDICINE_1098,https://doi.org/10.1056/NEJMoa1710895,"White, WB; Saag, KG; Becker, MA; Borer, JS; Gorelick, PB; Whelton, A; Hunt, B; Castillo, M; Gunawardhana, L",Cardiovascular Safety of Febuxostat or Allopurinol in Patients with Gout,FALSE,NA,FALSE,TRUE,NA,3 correspondences (link in right column),J,NEW ENGLAND JOURNAL OF MEDICINE,44284,2018,WOS:000428580500006
NEW_ENGLAND JOURNAL OF MEDICINE_1252,https://doi.org/10.1056/NEJMc1716990,"Goadsby, PJ; Picard, H; Mikol, DD",Preventive Therapies for Chronic Migraine REPLY,FALSE,NA,TRUE,NA,NA,Correspondence,J,NEW ENGLAND JOURNAL OF MEDICINE,44249,2018,WOS:000425613900020
NEW_ENGLAND JOURNAL OF MEDICINE_1170,https://doi.org/10.1056/nejmc1801275,"Sullivan, KM; Goldmuntz, EA; Furst, DE",Autologous Stem-Cell Transplantation for Severe Scleroderma Reply,FALSE,NA,TRUE,NA,NA,Letter to the Editor and Reply,J,NEW ENGLAND JOURNAL OF MEDICINE,44270,2018,WOS:000427399000019
NEW_ENGLAND JOURNAL OF MEDICINE_634,https://doi.org/10.1056/NEJMc1806372,"Berend, K",Diagnostic Use of Base Excess in Acid-Base Disorders Reply,FALSE,NA,TRUE,NA,NA,"there are 4 PPPRs in total on the same page (inc. Berend). The 3 others are about the original article, not Berend, so do not count as being linked PPPR",J,NEW ENGLAND JOURNAL OF MEDICINE,44410,2018,WOS:000440415800028
NEW_ENGLAND JOURNAL OF MEDICINE_49,https://doi.org/10.1056/NEJMe1814600,"Campion, EW",The Problem for Children in America,TRUE,not research,NA,NA,NA,Editorial,J,NEW ENGLAND JOURNAL OF MEDICINE,44550,2018,WOS:000453849400014
NEW_ENGLAND JOURNAL OF MEDICINE_1152,https://doi.org/10.1056/NEJMoa1712770,"Kinoshita, S; Koizumi, N; Ueno, M; Okumura, N; Imai, K; Tanaka, H; Yamamoto, Y; Nakamura, T; Inatomi, T; Bush, J; Toda, M; Hagiya, M; Yokota, I; Teramukai, S; Sotozono, C; Hamuro, J",Injection of Cultured Cells with a ROCK Inhibitor for Bullous Keratopathy,FALSE,NA,FALSE,TRUE,NA,2 Letters to the Editor,J,NEW ENGLAND JOURNAL OF MEDICINE,44270,2018,WOS:000427399000005
NEW_ENGLAND JOURNAL OF MEDICINE_1327,https://doi.org/10.1056/NEJMicm1711479,"Shoji, K; Saitoh, A",Herpetic Whitlow,TRUE,not research,NA,NA,NA,Images in Clinical Medicine',J,NEW ENGLAND JOURNAL OF MEDICINE,44235,2018,WOS:000424335200011
NEW_ENGLAND JOURNAL OF MEDICINE_24,https://doi.org/10.1056/NEJMp1812850,"Loren, AW",Harder to Treat Than Leukemia - Opioid Use Disorder in Survivors of Cancer,TRUE,not research,NA,NA,NA,NA,J,NEW ENGLAND JOURNAL OF MEDICINE,44557,2018,WOS:000454351100001
NEW_ENGLAND JOURNAL OF MEDICINE_356,https://doi.org/10.1056/NEJMe1811089,"Pfeffer, MA; Tardif, JC",COMMANDER HF - A Trial and an Answer,TRUE,not research,NA,NA,NA,Editorial,J,NEW ENGLAND JOURNAL OF MEDICINE,44473,2018,WOS:000446240100015
NEW_ENGLAND JOURNAL OF MEDICINE_165,https://doi.org/10.1056/NEJMoa1806395,"Ramirez, PT; Frumovitz, M; Pareja, R; Lopez, A; Vieira, M; Ribeiro, R; Buda, A; Yan, XJ; Yao, SZ; Chetty, NE; Isla, D; Tamura, MRAO; Zhu, T; Robledo, KP; Gebski, V; Asher, R; Behan, V; Nicklin, JL; Coleman, RL; Obermair, A",Minimally Invasive versus Abdominal Radical Hysterectomy for Cervical Cancer,FALSE,NA,FALSE,TRUE,NA,3 Letters to the Editor,J,NEW ENGLAND JOURNAL OF MEDICINE,44515,2018,WOS:000450049800004
NEW_ENGLAND JOURNAL OF MEDICINE_622,https://doi.org/10.1056/NEJMcps1803584,"Stern, RM; Luskin, MR; Clark, RP; Miller, AL; Loscalzo, J",A Headache of a Diagnosis,FALSE,NA,FALSE,FALSE,NA,NA,J,NEW ENGLAND JOURNAL OF MEDICINE,44410,2018,WOS:000440415800012
NEW_ENGLAND JOURNAL OF MEDICINE_410,https://doi.org/10.1056/NEJMc1809501,"Freyer, DR; Frazier, AL; Sung, L",Sodium Thiosulfate and Cisplatin-Induced Hearing Loss,FALSE,NA,TRUE,NA,NA,Letter to the Editor and Reply,J,NEW ENGLAND JOURNAL OF MEDICINE,44459,2018,WOS:000445020900016
NEW_ENGLAND JOURNAL OF MEDICINE_899,https://doi.org/10.1056/NEJMc1804801,"Morjaria, JB",Inhaled Glucocorticoids in Asthma,FALSE,NA,TRUE,NA,NA,"there are multiple PPPRs on the same page (inc. Morjaria). The others are about the original article, not Morjaria, so do not count as being linked PPPR",J,NEW ENGLAND JOURNAL OF MEDICINE,44340,2018,WOS:000432804900020
NEW_ENGLAND JOURNAL OF MEDICINE_1321,https://doi.org/NA,"Molina, RL; Pace, LE",Maternal Health in the United States REPLY,FALSE,NA,TRUE,NA,NA,Authors' reply,J,NEW ENGLAND JOURNAL OF MEDICINE,44235,2018,WOS:000424335200030
NEW_ENGLAND JOURNAL OF MEDICINE_601,https://doi.org/10.1056/NEJMc1807380,"Petite, SE",Single-Inhaler Triple versus Dual Therapy in Patients with COPD,FALSE,NA,TRUE,NA,NA,Letter and authors' reply,J,NEW ENGLAND JOURNAL OF MEDICINE,44417,2018,WOS:000441110600021
